salary_in_usd,remote_ratio,work_year,experience_level_encoded,experience_level_EN,experience_level_EX,experience_level_MI,experience_level_SE,company_size_L,company_size_M,company_size_S,clusters
67000,100,2024,1,0,0,1,0,0,1,0,1
254524,0,2024,2,0,0,0,1,0,1,0,2
188126,0,2024,2,0,0,0,1,0,1,0,0
75000,0,2024,0,1,0,0,0,0,1,0,1
55000,0,2024,0,1,0,0,0,0,1,0,1
145400,0,2024,2,0,0,0,1,0,1,0,0
208000,0,2024,2,0,0,0,1,0,1,0,0
146994,0,2024,2,0,0,0,1,0,1,0,0
210600,0,2024,2,0,0,0,1,0,1,0,0
110600,0,2024,2,0,0,0,1,0,1,0,1
185900,0,2024,2,0,0,0,1,0,1,0,0
109400,0,2024,2,0,0,0,1,0,1,0,1
220000,0,2024,2,0,0,0,1,0,1,0,0
96600,0,2024,2,0,0,0,1,0,1,0,1
145000,0,2024,2,0,0,0,1,0,1,0,0
103000,0,2024,2,0,0,0,1,0,1,0,1
181610,0,2024,2,0,0,0,1,0,1,0,0
112200,0,2024,2,0,0,0,1,0,1,0,1
247600,0,2024,2,0,0,0,1,1,0,0,2
127300,0,2024,2,0,0,0,1,1,0,0,1
140000,100,2024,2,0,0,0,1,0,1,0,0
260000,0,2024,2,0,0,0,1,1,0,0,2
136000,0,2024,2,0,0,0,1,1,0,0,1
127100,0,2024,2,0,0,0,1,0,1,0,1
101681,0,2024,2,0,0,0,1,0,1,0,1
245520,0,2024,0,1,0,0,0,0,1,0,2
226465,0,2024,0,1,0,0,0,0,1,0,2
290180,0,2024,2,0,0,0,1,0,1,0,2
245588,0,2024,2,0,0,0,1,0,1,0,2
85000,0,2024,1,0,0,1,0,0,1,0,1
65000,0,2024,1,0,0,1,0,0,1,0,1
140000,0,2024,2,0,0,0,1,0,1,0,0
120000,0,2024,2,0,0,0,1,0,1,0,1
256500,0,2024,1,0,0,1,0,0,1,0,2
138900,0,2024,1,0,0,1,0,0,1,0,0
145000,100,2024,1,0,0,1,0,0,1,0,0
130000,100,2024,1,0,0,1,0,0,1,0,1
251000,0,2024,1,0,0,1,0,0,1,0,2
177000,0,2024,1,0,0,1,0,0,1,0,0
223500,0,2024,0,1,0,0,0,0,1,0,2
134000,0,2024,0,1,0,0,0,0,1,0,1
300200,0,2024,2,0,0,0,1,0,1,0,2
199800,0,2024,2,0,0,0,1,0,1,0,0
183552,0,2024,2,0,0,0,1,0,1,0,0
137500,0,2024,1,0,0,1,0,0,1,0,0
81500,0,2024,1,0,0,1,0,0,1,0,1
190000,0,2024,2,0,0,0,1,0,1,0,0
170000,0,2024,2,0,0,0,1,0,1,0,0
230600,0,2024,1,0,0,1,0,0,1,0,2
124600,0,2024,1,0,0,1,0,0,1,0,1
250000,0,2024,1,0,0,1,0,0,1,0,2
140000,0,2024,1,0,0,1,0,0,1,0,0
185000,0,2024,0,1,0,0,0,1,0,0,0
81000,0,2024,0,1,0,0,0,1,0,0,1
213000,0,2024,2,0,0,0,1,0,1,0,0
120700,0,2024,2,0,0,0,1,0,1,0,1
196900,0,2024,2,0,0,0,1,0,1,0,0
171116,0,2024,2,0,0,0,1,0,1,0,0
203280,0,2024,1,0,0,1,0,0,1,0,0
170185,0,2024,1,0,0,1,0,0,1,0,0
207300,0,2024,2,0,0,0,1,0,1,0,0
165900,0,2024,2,0,0,0,1,0,1,0,0
150000,100,2024,0,1,0,0,0,0,1,0,0
90000,100,2024,0,1,0,0,0,0,1,0,1
234770,0,2024,2,0,0,0,1,0,1,0,2
149020,0,2024,2,0,0,0,1,0,1,0,0
284900,0,2024,2,0,0,0,1,0,1,0,2
161700,0,2024,2,0,0,0,1,0,1,0,0
279400,0,2024,2,0,0,0,1,0,1,0,2
248920,0,2024,2,0,0,0,1,0,1,0,2
196900,0,2024,1,0,0,1,0,0,1,0,0
176865,0,2024,1,0,0,1,0,0,1,0,0
235000,100,2024,2,0,0,0,1,0,1,0,2
195000,100,2024,2,0,0,0,1,0,1,0,0
143000,0,2024,1,0,0,1,0,0,1,0,0
251000,100,2024,1,0,0,1,0,0,1,0,2
177000,100,2024,1,0,0,1,0,0,1,0,0
208000,0,2024,1,0,0,1,0,0,1,0,0
146994,0,2024,1,0,0,1,0,0,1,0,0
75000,100,2024,1,0,0,1,0,0,1,0,1
60000,100,2024,1,0,0,1,0,0,1,0,1
159675,0,2024,2,0,0,0,1,0,1,0,0
76900,0,2024,2,0,0,0,1,0,1,0,1
282200,0,2024,2,0,0,0,1,0,1,0,2
133600,0,2024,2,0,0,0,1,0,1,0,1
68000,0,2024,1,0,0,1,0,0,1,0,1
62400,0,2024,1,0,0,1,0,0,1,0,1
204000,0,2024,1,0,0,1,0,0,1,0,0
134000,0,2024,1,0,0,1,0,0,1,0,1
282200,0,2024,2,0,0,0,1,0,1,0,2
133600,0,2024,2,0,0,0,1,0,1,0,1
166400,0,2024,2,0,0,0,1,0,1,0,0
120157,0,2024,2,0,0,0,1,0,1,0,1
174500,100,2024,2,0,0,0,1,0,1,0,0
126800,100,2024,2,0,0,0,1,0,1,0,1
210000,0,2024,1,0,0,1,0,0,1,0,0
180000,0,2024,1,0,0,1,0,0,1,0,0
159000,0,2024,2,0,0,0,1,0,1,0,0
92000,0,2024,2,0,0,0,1,0,1,0,1
208000,0,2024,2,0,0,0,1,0,1,0,0
143000,0,2024,2,0,0,0,1,0,1,0,0
293000,0,2024,2,0,0,0,1,0,1,0,2
213000,0,2024,2,0,0,0,1,0,1,0,0
200000,0,2024,1,0,0,1,0,0,1,0,0
151000,0,2024,1,0,0,1,0,0,1,0,0
229900,0,2024,1,0,0,1,0,0,1,0,2
201400,0,2024,1,0,0,1,0,0,1,0,0
128000,0,2024,1,0,0,1,0,0,1,0,1
81500,0,2024,1,0,0,1,0,0,1,0,1
130000,0,2024,2,0,0,0,1,0,1,0,1
243000,0,2024,2,0,0,0,1,0,1,0,2
190000,100,2024,2,0,0,0,1,0,1,0,0
130000,100,2024,2,0,0,0,1,0,1,0,1
255000,0,2024,2,0,0,0,1,0,1,0,2
199000,0,2024,2,0,0,0,1,0,1,0,0
208300,0,2024,1,0,0,1,0,0,1,0,0
116106,0,2024,1,0,0,1,0,0,1,0,1
128000,0,2024,1,0,0,1,0,0,1,0,1
81500,0,2024,1,0,0,1,0,0,1,0,1
185400,0,2024,2,0,0,0,1,0,1,0,0
92700,0,2024,2,0,0,0,1,0,1,0,1
185400,0,2024,2,0,0,0,1,0,1,0,0
92700,0,2024,2,0,0,0,1,0,1,0,1
256500,0,2024,2,0,0,0,1,0,1,0,2
138900,0,2024,2,0,0,0,1,0,1,0,0
208300,0,2024,2,0,0,0,1,0,1,0,0
253430,0,2024,1,0,0,1,0,0,1,0,2
212780,0,2024,1,0,0,1,0,0,1,0,0
250800,0,2024,2,0,0,0,1,0,1,0,2
167200,0,2024,2,0,0,0,1,0,1,0,0
144200,0,2024,1,0,0,1,0,0,1,0,0
72100,0,2024,1,0,0,1,0,0,1,0,1
243300,0,2024,2,0,0,0,1,0,1,0,2
131500,0,2024,2,0,0,0,1,0,1,0,1
143800,100,2024,1,0,0,1,0,0,1,0,0
